Reaction,EC number,Gibbs-0,KEGG,Reaction-Direction
RXN-11527,EC-4.2.3.23,-12.449982,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07649'>R07649</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-17080,EC-5.1.3,0,,REVERSIBLE
ARGININE-KINASE-RXN,EC-2.7.3.3,2.3923645,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00554'>R00554</a>,REVERSIBLE
RXN-14690,EC-1.6.3.2,-82.87537,,PHYSIOL-LEFT-TO-RIGHT
GLYOXIII-RXN,EC-4.2.1,16.64711,,RIGHT-TO-LEFT
RXN-14726,EC-4.2.1.84,6.5270004,,PHYSIOL-RIGHT-TO-LEFT
RXN5F9-56,EC-1.3.1,4.1217957,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09228'>R09228</a>,LEFT-TO-RIGHT
RXN-12335,EC-4.2.1.127,2.7730007,,PHYSIOL-RIGHT-TO-LEFT
GLUCOSAMINE-N-ACETYLTRANSFERASE-RXN,EC-2.3.1.3,-5.289978,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01204'>R01204</a>,
RXN-13546,EC-4.1.99,-23.118126,,PHYSIOL-LEFT-TO-RIGHT
RXN-15106,EC-1.14.13.185,-90.46048,,PHYSIOL-LEFT-TO-RIGHT
RXN-14408,,-2.319992,,LEFT-TO-RIGHT
2.6.1.33-RXN,EC-2.6.1.33,-3.2200317,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02773'>R02773</a>,REVERSIBLE
RXN-11105,EC-2.3.1,-64.7959,,PHYSIOL-LEFT-TO-RIGHT
3.2.1.163-RXN,EC-3.2.1.163,-58.881775,,PHYSIOL-LEFT-TO-RIGHT
RXN-12036,,,,LEFT-TO-RIGHT
RXN-9001,EC-2.4.1,6.8975525,,LEFT-TO-RIGHT
RXN-16253,EC-2.3.1,76.1582,,LEFT-TO-RIGHT
RXN-3165,EC-3.1.1,-2.7671165,,PHYSIOL-LEFT-TO-RIGHT
2.1.1.38-RXN,EC-2.1.1.38,-4.3600006,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03633'>R03633</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-17537,,,,
RXN-13995,EC-3.5.4.35,18.898132,,
PHOSPHOADENYLYLSULFATASE-RXN,EC-3.6.2.2,-43.845398,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00507'>R00507</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-11911,EC-1.14.13,-89.38747,,PHYSIOL-LEFT-TO-RIGHT
1.1.1.99-RXN,EC-1.1.1.99,3.5417786,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03022'>R03022</a>,
3.5.1.76-RXN,EC-3.5.1.76,16.695118,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04727'>R04727</a>,
RXN-14830,EC-1.14.13.181,-87.498505,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06689'>R06689</a>,PHYSIOL-LEFT-TO-RIGHT
LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN,EC-1.2.1.50,-316.11,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02620'>R02620</a>,
RXN-8253,,,,LEFT-TO-RIGHT
RXN-9990,EC-2.7.7.43,-118.58179,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01117'>R01117</a>,LEFT-TO-RIGHT
2.7.9.4-RXN,EC-2.7.9.4,-11.887695,,
RXN-16769,,,,
RXN-663,EC-1.2.1.29,-13.105331,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05235'>R05235</a>,REVERSIBLE
RXN-9142,,-18.626999,,LEFT-TO-RIGHT
RXN-12398,EC-3.2.1.23,-3.112915,,PHYSIOL-LEFT-TO-RIGHT
DHS-PHOSPHATASE-RXN,EC-3.1.3,5.96875,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06520'>R06520</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-12855,,3.0782623,,LEFT-TO-RIGHT
RXN-17638,|EC-1.14.13.dq|,,,LEFT-TO-RIGHT
RXN-15149,,-6.4941187,,
SULFITE-REDUCT-RXN,EC-1.8.1.2,5.0792236,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00858'>R00858</a>,RIGHT-TO-LEFT
RXN-10067,EC-4.1.1.99,-6.713562,,LEFT-TO-RIGHT
METHYLISOCITRATE-LYASE-RXN,EC-4.1.3.30,3.978241,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00409'>R00409</a>,REVERSIBLE
3.2.1.7-RXN,EC-3.2.1.7,,,PHYSIOL-LEFT-TO-RIGHT
RXN-8698,,-78.809006,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03722'>R03722</a>,PHYSIOL-LEFT-TO-RIGHT
RXN0-7068,,,,PHYSIOL-LEFT-TO-RIGHT
RXN-9638,,-104.42047,,PHYSIOL-LEFT-TO-RIGHT
RXN-3588,,-3.3912354,,LEFT-TO-RIGHT
RXN-11563,EC-2.8.2,17.168823,,LEFT-TO-RIGHT
RXN-15553,EC-6.3.2,-7.9057617,,LEFT-TO-RIGHT
RXN-15594,EC-2.1.1,-4.360016,,PHYSIOL-LEFT-TO-RIGHT
H2-METHYLENE-THMPT-DEHYDRO-RXN,EC-1.12.98.2,-22.842346,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04455'>R04455</a>,REVERSIBLE
RXN-12551,EC-1.1.1.315,3.2340088,,LEFT-TO-RIGHT
RXN-13316,EC-2.4.1,6.897537,,LEFT-TO-RIGHT
QUINOLINATE-SYNTHE-MULTI-RXN,,-77.21225,,PHYSIOL-LEFT-TO-RIGHT
PREPHENATE-ASP-TRANSAMINE-RXN,EC-2.6.1.78,-2.2700195,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01731'>R01731</a>,REVERSIBLE
RXN-15262,,4.3030033,,LEFT-TO-RIGHT
3.6.1.44-RXN,EC-3.6.1.44,-10.245239,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04272'>R04272</a>,
RXN-14442,EC-2.4.1.300,-10.319046,,LEFT-TO-RIGHT
ACETYLORNDEACET-RXN,EC-3.5.1.16,-2.6071148,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00669'>R00669</a>,REVERSIBLE
RXN-13023,EC-1.14.13,-6.472889,,
RXN-12071,EC-1.3.1.87,-6.3582153,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06785'>R06785</a>,LEFT-TO-RIGHT
RXN-7974,EC-1.13.11.51,-62.74994,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06953'>R06953</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-701,EC-1.8.1,-40.49597,,
2.3.1.114-RXN,EC-2.3.1.114,-1.5535278,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04050'>R04050</a>,
RXN-10901,,-0.46817017,,LEFT-TO-RIGHT
RXN-4509,EC-2.5.1.36,-16.909973,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07272'>R07272</a>,LEFT-TO-RIGHT
RXN-12898,EC-1.1.1.320,-1.7164917,,
RXN-17252,,,,LEFT-TO-RIGHT
RXN-15720,,-7.75708,,PHYSIOL-LEFT-TO-RIGHT
RXN-10111,EC-1.97.1,,,
RXN-14865,EC-3.1.1.95,0.46287537,,PHYSIOL-LEFT-TO-RIGHT
CHOLESTEROL-7-ALPHA-MONOOXYGENASE-RXN,EC-1.14.14.23,-92.26051,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01463'>R01463</a>,PHYSIOL-LEFT-TO-RIGHT
RXNN-386,EC-5.99.1.4,3.6999931,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05137'>R05137</a>,LEFT-TO-RIGHT
4.1.1.64-RXN,EC-4.1.1.64,26.767487,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03854'>R03854</a>,
3-5-XYLENOL-METHYLHYDROXYLASE-RXN,EC-1.14.13,-89.89879,,PHYSIOL-LEFT-TO-RIGHT
RXN-8484,EC-2.4.1,7.5217896,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08817'>R08817</a>,LEFT-TO-RIGHT
RXN0-4301,EC-5.3.1.28,-0.86001587,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09768'>R09768</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05645'>R05645</a>",LEFT-TO-RIGHT
RXN-13378,EC-2.1.1,-31.120056,,PHYSIOL-LEFT-TO-RIGHT
RXN-9178,,,,LEFT-TO-RIGHT
RXN-13795,EC-2.1.1,-4.3600006,,PHYSIOL-LEFT-TO-RIGHT
RXN-7572,,-3.5417786,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04876'>R04876</a>,LEFT-TO-RIGHT
RXN-16088,EC-1.1.99,,,LEFT-TO-RIGHT
RXN-17676,EC-1.1.1.234,,,PHYSIOL-RIGHT-TO-LEFT
RXN-10602,EC-4.2.3,-54.880005,,PHYSIOL-LEFT-TO-RIGHT
ADENOSYLHOMOCYSTEINASE-RXN,EC-3.3.1.1,49.796005,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00192'>R00192</a>,REVERSIBLE
MYO-INOSOSE-2-DEHYDRATASE-RXN,EC-4.2.1.44,-7.826996,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02782'>R02782</a>,LEFT-TO-RIGHT
RXN-11351,EC-3.4.16.4,31.458374,,PHYSIOL-LEFT-TO-RIGHT
RXN3DJ-170,EC-4.1.1.28,-3.090004,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02701'>R02701</a>,LEFT-TO-RIGHT
RXN-8025,,-83.28885,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07558'>R07558</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-16515,EC-2.7.8,-15.902405,,
RXN-13492,,-88.65053,,PHYSIOL-LEFT-TO-RIGHT
RXN-16553,EC-1.2.1.84,6.6828613,,LEFT-TO-RIGHT
RXN-9715,EC-2.4.1,8.351685,,LEFT-TO-RIGHT
RXN-14219,,-102.588806,,PHYSIOL-LEFT-TO-RIGHT
RXN-11050,EC-3.7.1.11,-15.467116,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05100'>R05100</a>,
RXN-10945,EC-3.1.3,17.20288,,PHYSIOL-LEFT-TO-RIGHT
RXN-12600,EC-1.13.12,-87.35701,,PHYSIOL-LEFT-TO-RIGHT
1.3.99.23-RXN,EC-1.3.99.23,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07163'>R07163</a>,RIGHT-TO-LEFT
RXN-16193,EC-4.4.1,-11.81134,,LEFT-TO-RIGHT
COBINAMIDEKIN-RXN,EC-2.7.1.156,-70.736664,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05221'>R05221</a>,REVERSIBLE
R201-RXN,EC-4.99.1,-11.244751,,PHYSIOL-LEFT-TO-RIGHT
RXN-17007,EC-1.6.5.12,-7.7825165,,LEFT-TO-RIGHT
RXN-13941,EC-2.4.1,8.351746,,LEFT-TO-RIGHT
RXNQT-4324,EC-2.4.1.195,-1.8924255,,LEFT-TO-RIGHT
RXN-15305,EC-2.1.1.304,-22.570007,,PHYSIOL-LEFT-TO-RIGHT
GALACTOSE-OXIDASE-RXN,EC-1.1.3.9,-26.440002,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01099'>R01099</a>,PHYSIOL-LEFT-TO-RIGHT
AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN,EC-4.1.1.45,0.26823425,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04323'>R04323</a>,LEFT-TO-RIGHT
RXN-8522,EC-1.14.13,-115.27464,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06359'>R06359</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-13074,EC-5.4.99.58,-1.81,,LEFT-TO-RIGHT
2.4.1.82-RXN,EC-2.4.1.82,-3.6799927,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02411'>R02411</a>,LEFT-TO-RIGHT
1.1.1.220-RXN,EC-1.1.1.220,2.293518,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04285'>R04285</a>,RIGHT-TO-LEFT
RXN-13843,EC-2.1.1,-4.360016,,PHYSIOL-LEFT-TO-RIGHT
RXN-4732,EC-2.4.1,4.5176086,,LEFT-TO-RIGHT
RXN-8935,,,,PHYSIOL-LEFT-TO-RIGHT
RXN-8185,EC-1.13.99 // EC-1.14.99,-81.53699,,PHYSIOL-LEFT-TO-RIGHT
RXN-11392,,-36.037777,,LEFT-TO-RIGHT
RXN-15759,EC-4.2.1,96.34305,,RIGHT-TO-LEFT
RXN-17478,|EC-4.2.1.bh|,,,RIGHT-TO-LEFT
RXN-16703,EC-1.3.99.37,,,
4.2.1.73-RXN,EC-4.2.1.73,0.5261357,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03742'>R03742</a>,
RXN-11818,EC-1.11.2.2,-56.032875,,
DADPKIN-RXN,EC-2.7.4.6,94.98999,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01137'>R01137</a>,LEFT-TO-RIGHT
RXN-14263,EC-3.1.6.2,-38.402252,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03980'>R03980</a>,PHYSIOL-LEFT-TO-RIGHT
RXN0-5120,EC-2.4.1,6.8977356,,LEFT-TO-RIGHT
LACTALDDEHYDROG-RXN,EC-1.2.1.22,-13.535309,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01446'>R01446</a>,LEFT-TO-RIGHT
SPHINGANINE-KINASE-RXN,EC-2.7.1.91,-13.567627,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02976'>R02976</a>,LEFT-TO-RIGHT
RXN-7625,EC-1.14.19,,,PHYSIOL-LEFT-TO-RIGHT
1.7.99.8-RXN,|EC-1.7.2.f|,,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07174'>R07174</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07173'>R07173</a>",PHYSIOL-LEFT-TO-RIGHT
VINYLACETYL-COA-DELTA-ISOMERASE-RXN,EC-5.3.3.3,-0.89,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03031'>R03031</a>,REVERSIBLE
RXN-8627,,-13.567627,,LEFT-TO-RIGHT
RXN-17063,EC-4.1.1.M3,-16.961487,,LEFT-TO-RIGHT
RXN-10636,EC-4.2.3.68,-57.072968,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09526'>R09526</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-9421,EC-3.1.1.83,-11.26712,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06392'>R06392</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-11502,EC-3.2.1,0.5670166,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01103'>R01103</a>,PHYSIOL-LEFT-TO-RIGHT
GIBBERELLIN-BETA-GLUCOSYLTRANSFERASE-RXN,EC-2.4.1.176,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03680'>R03680</a>,
AQUACOBALAMIN-REDUCTASE-NADPH-RXN,EC-1.16.1.5,124.2475,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00107'>R00107</a>,
RXN-14674,,-122.4245,,LEFT-TO-RIGHT
2.5.1.58-RXN,EC-2.5.1.58,-255.92688,,
RXN490-3641,EC-1.14.11,-113.37001,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01252'>R01252</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-12313,EC-1.3.8,-34.529663,,REVERSIBLE
RXN-8976,EC-2.4.1.227,6.8974304,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05662'>R05662</a>,LEFT-TO-RIGHT
RXN-13526,EC-1.1.99,,,RIGHT-TO-LEFT
RXN-14385,EC-2.8.1.7,,,LEFT-TO-RIGHT
RXN-11086,,7.64,,LEFT-TO-RIGHT
RXN-12019,EC-1.8.4.10,-24.238892,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07176'>R07176</a>,RIGHT-TO-LEFT
3.2.1.143-RXN,EC-3.2.1.143,-400.63892,,PHYSIOL-LEFT-TO-RIGHT
2.1.1.138-RXN,EC-2.1.1.137,-15.414139,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05756'>R05756</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-11892,EC-3.2.1.169,130.41156,,PHYSIOL-LEFT-TO-RIGHT
RXN-2944,EC-6.3,-17.875854,,PHYSIOL-LEFT-TO-RIGHT
LIND-RXN,,1.751709,,REVERSIBLE
RXN-13975,EC-2.4.2.51,-75.27136,,
PHOSACETYLTRANS-RXN,EC-2.3.1.8,-7.2700195,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00230'>R00230</a>,REVERSIBLE
RXN-14814,EC-2.7.7,-44.002502,,
RXN-9455,EC-4.2.3.36,-4.299988,,PHYSIOL-LEFT-TO-RIGHT
1.1.1.288-RXN,EC-1.1.1.288,-8.71817,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06954'>R06954</a>,LEFT-TO-RIGHT
GLYCOPHOSPHORYL-RXN,EC-2.4.1.1,3856.1753,,REVERSIBLE
RXN-14712,EC-2.4.1.129,1524.1797,,PHYSIOL-LEFT-TO-RIGHT
RXN-8231,EC-2.4.1.238,6.897583,,LEFT-TO-RIGHT
RXN-9962,EC-4.2.3.67,-58.369995,,PHYSIOL-LEFT-TO-RIGHT
2.7.7.64-RXN,EC-2.7.7.64,-216.28583,,REVERSIBLE
RXN-12362,EC-2.3.1.84,-2.8299866,,LEFT-TO-RIGHT
RXN-16747,EC-2.6.1.109,-0.3241577,,REVERSIBLE
RXN-6541,EC-1.14.11,-122.20001,,PHYSIOL-LEFT-TO-RIGHT
RXN-9098,,,,LEFT-TO-RIGHT
RXN-15129,,4.3558817,,LEFT-TO-RIGHT
DEOXYINOPHOSPHOR-RXN,EC-2.4.2.1,4.3299866,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02748'>R02748</a>,REVERSIBLE
RXN-12839,EC-5.3.2.3,0,,LEFT-TO-RIGHT
RXN-17621,|EC-1.14.19.ar|,,,
3.2.1.47-RXN,EC-3.2.1.47,99.598206,,PHYSIOL-LEFT-TO-RIGHT
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,EC-1.3.5.1,22.757751,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02164'>R02164</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-10047,EC-3.1.1.81,-7.9971123,,PHYSIOL-LEFT-TO-RIGHT
METHIONINE-GAMMA-LYASE-RXN,EC-4.4.1.11,-2.447115,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00654'>R00654</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-3462,,,,REVERSIBLE
RXN-8678,EC-1.23.1.1,-2.9864807,,RIGHT-TO-LEFT
RXN0-7012,,80.920715,,LEFT-TO-RIGHT
RXN-15578,,10.705887,,REVERSIBLE
RXN-11546,,-36.46224,,LEFT-TO-RIGHT
RXN-9616,EC-1.14.19.6,-73.3775,,PHYSIOL-LEFT-TO-RIGHT
RXN-15537,EC-2.1.1,-4.3600616,,PHYSIOL-LEFT-TO-RIGHT
RXN-12530,EC-3.2.1,-4.567108,,PHYSIOL-LEFT-TO-RIGHT
PLASMANYLETHANOLAMINE-DESATURASE-RXN,EC-1.14.99.19,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04571'>R04571</a>,PHYSIOL-LEFT-TO-RIGHT
GTP-CYCLOHYDRO-I-RXN,EC-3.5.4.16,-12.088196,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00424'>R00424</a>,LEFT-TO-RIGHT
RXN-13299,EC-1.1.1.330,-0.1663208,,PHYSIOL-RIGHT-TO-LEFT
PYRROLINECARBREDUCT-RXN,EC-1.5.1.2,-23.393555,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01248'>R01248</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01251'>R01251</a>",RIGHT-TO-LEFT
3.5.3.21-RXN,EC-3.5.3.21,5.213997,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05169'>R05169</a>,
RXN-16030,EC-3.1.3.4,7.21698,,
RXN-15244,EC-2.1.1.300,-19.790009,,PHYSIOL-LEFT-TO-RIGHT
RXN0-1441,EC-3.6.1.53 // EC-3.6.1.13,34.963654,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01054'>R01054</a>,LEFT-TO-RIGHT
RXN-14427,EC-2.4.1,6.897644,,LEFT-TO-RIGHT
ACETOINDEHYDROG-RXN,EC-1.1.1,3.541809,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02343'>R02343</a>,RIGHT-TO-LEFT
RXN-12999,EC-4.2.3,-3.742981,,PHYSIOL-LEFT-TO-RIGHT
RXN-6741,EC-2.1.1.146,-4.3600082,,PHYSIOL-LEFT-TO-RIGHT
RXN-12054,,,,LEFT-TO-RIGHT
RXN-7948,EC-3.1.3.75,5.96875,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06870'>R06870</a>,LEFT-TO-RIGHT
RXN-12880,,-92.330536,,PHYSIOL-LEFT-TO-RIGHT
2.1.1.89-RXN,EC-2.1.1.89,-19.899002,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04077'>R04077</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-10885,EC-6.3,-19.249939,,PHYSIOL-LEFT-TO-RIGHT
RXN-4318,,-0.73303986,,
RXN-10094,,14.601807,,LEFT-TO-RIGHT
RXN-17233,EC-2.1.1.M12,,,LEFT-TO-RIGHT
CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN,EC-2.3.1.28,-3.6100464,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03065'>R03065</a>,
RXN-15699,EC-2.5.1.127,-12.332275,,
RXN-1485,,,,PHYSIOL-LEFT-TO-RIGHT
RXN6666-9,EC-2.8.2.1,8.7699585,,LEFT-TO-RIGHT
4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN,EC-2.6.1.23,0.6999817,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03266'>R03266</a>,REVERSIBLE
RXN-13343,,-100.43288,,PHYSIOL-LEFT-TO-RIGHT
2.8.3.7-RXN,EC-2.8.3.22,-2.040039,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03154'>R03154</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02956'>R02956</a>",REVERSIBLE
RXN-8461,,-46.48523,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08837'>R08837</a>,LEFT-TO-RIGHT
RXN0-385,EC-3.6.1.19,-113.54883,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01855'>R01855</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-16072,EC-2.3.1,-55.052246,,PHYSIOL-LEFT-TO-RIGHT
RXN-9162,EC-3.2.1,-34.19101,,PHYSIOL-LEFT-TO-RIGHT
RXN-13773,EC-1.1.1,1.0817871,,LEFT-TO-RIGHT
RXN-7484,,-106.061584,,PHYSIOL-LEFT-TO-RIGHT
ACYL-LYSINE-DEACYLASE-RXN,EC-3.5.1.17,132.43744,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00545'>R00545</a>,
RXN-17657,,,,PHYSIOL-LEFT-TO-RIGHT
RXN-11334,EC-1.1.99.35,,,
RXN-10468,EC-1.11.1.8,-42.328754,,LEFT-TO-RIGHT
RXN-8009,EC-1.14.13,-91.90051,,PHYSIOL-LEFT-TO-RIGHT
MORPHINE-6-DEHYDROGENASE-RXN,EC-1.1.1.218,-12.199402,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03591'>R03591</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03592'>R03592</a>",REVERSIBLE
RXN1G-1636,EC-2.3.1,,,LEFT-TO-RIGHT
RXN-16536,EC-1.14.19,-80.464325,,LEFT-TO-RIGHT
RXN-9688,,-51.94,,
RXN-16497,EC-1.14.11,-109.61998,,LEFT-TO-RIGHT
RXN-13475,EC-2.1.1,18.238998,,PHYSIOL-LEFT-TO-RIGHT
RXN-10927,,,,LEFT-TO-RIGHT
RXN-12579,EC-3.1.1.3,295.09537,,PHYSIOL-LEFT-TO-RIGHT
RXN-14201,EC-3.6.1.5,-109.40204,,PHYSIOL-LEFT-TO-RIGHT
RXN-11029,EC-2.4.1.227,6.8977966,,LEFT-TO-RIGHT
CIS-2-ENOYL-COA-REDUCTASE-NADPH-RXN,EC-1.3.1.37,153.51868,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00387'>R00387</a>,
R129-RXN,EC-2.8.2,40.860718,,
1.3.1.60-RXN,EC-1.3.1.60,5.760803,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05310'>R05310</a>,
RXN-16172,EC-1.1.1,-1.6265411,,LEFT-TO-RIGHT
RXNQT-4301,,38.205994,,LEFT-TO-RIGHT
RXN-15289,EC-3.2.1.31,-1.8647461,,LEFT-TO-RIGHT
RXN-13924,EC-2.1.1,-4.360016,,PHYSIOL-LEFT-TO-RIGHT
RXN-8506,EC-1.5.1.37,25.097351,,PHYSIOL-RIGHT-TO-LEFT
RXN-13053,EC-1.1.1,-0.37820435,,
RXN-16989,EC-1.14.11.M2,-106.599915,,LEFT-TO-RIGHT
FUMARATE-REDUCTASE-NADH-RXN,EC-1.3.1.6,14.361786,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00402'>R00402</a>,
ALPHA-L-FUCOSIDASE-RXN,EC-3.2.1.51,99.598206,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03162'>R03162</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-13819,EC-2.4.1,6.897644,,LEFT-TO-RIGHT
2.4.1.47-RXN,EC-2.4.1.47,-95.81354,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01500'>R01500</a>,
1.1.1.176-RXN,EC-1.1.1.176,-1.6264648,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02793'>R02793</a>,REVERSIBLE
RXN-11375,EC-3.5.1.23,-21.629364,,LEFT-TO-RIGHT
RXN-4681,EC-1.5.99,26.740417,,LEFT-TO-RIGHT
RXN-8909,EC-4.4.1.4,77.6559,,LEFT-TO-RIGHT
RXN-8167,,-30.175247,,LEFT-TO-RIGHT
RXN-15741,EC-6.3.1,-17.960571,,LEFT-TO-RIGHT
RXN-118,EC-1.14.11,-110.495224,,PHYSIOL-LEFT-TO-RIGHT
RXN-16674,,-74.34543,,LEFT-TO-RIGHT
RXN-14247,EC-3.1.1.83,-11.26712,,PHYSIOL-LEFT-TO-RIGHT
4.1.2.29-RXN,EC-4.1.2.29,6.878235,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05378'>R05378</a>,LEFT-TO-RIGHT
L-LACTATE-DEHYDROGENASE-RXN,EC-1.1.1.27,3.7617798,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00703'>R00703</a>,REVERSIBLE
D-LACTATE-2-SULFATASE-RXN,EC-3.1.6.17,-51.79712,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01448'>R01448</a>,PHYSIOL-LEFT-TO-RIGHT
1.5.1.8-RXN,EC-1.5.1.8,3.3322754,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00716'>R00716</a>,RIGHT-TO-LEFT
