ID,NAME,REACTION,EC,GPR,LOWER.BOUND,UPPER.BOUND,OBJECTIVE,COMPARTMENT,SUBSYSTEM
R09845,CAAX protease,S-Farnesyl protein[c] + H2O[c] => Protein C-terminal S-farnesyl-L-cysteine[c] + Peptide[c],3.4.22.-††††††††3.4.24.84,( 102579900 ) or ( 102580679 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R09846,prenylcycteine methylesterase,Protein C-terminal S-farnesyl-L-cysteine methyl ester[c] + H2O[c] <=> Protein C-terminal S-farnesyl-L-cysteine[c] + Methanol[c],3.1.1.-,( 102602467 and 102591454 ),-1000,1000,NA,c,Terpenoid backbone biosynthesis
R04496,S-Adenosyl-L-methionine:protein-C-terminal-S-farnesyl-L-cysteine O-methyltransferase,S-Adenosyl-L-methionine[c] + Protein C-terminal S-farnesyl-L-cysteine[c] <=> S-Adenosyl-L-homocysteine[c] + Protein C-terminal S-farnesyl-L-cysteine methyl ester[c],2.1.1.100,NA,-1000,1000,NA,c,Terpenoid backbone biosynthesis
R09847,,Protein C-terminal S-farnesyl-L-cysteine methyl ester[c] => Farnesylcysteine[c],,NA,0,1000,NA,c,Terpenoid backbone biosynthesis
R09562,"S-(2E,6E)-farnesyl-L-cysteine oxidase","Farnesylcysteine[c] + Oxygen[c] + H2O[c] => 2-trans,6-trans-Farnesal[c] + L-Cysteine[c] + Hydrogen peroxide[c]",1.8.3.5†††††††††1.8.3.6,( 102583614 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R03264,"2-trans,6-trans-farnesol:NADP+ 1-oxidoreductase","(2E,6E)-Farnesol[c] + NADP+[c] <=> 2-trans,6-trans-Farnesal[c] + NADPH[c] + H+[c]",1.1.1.216,( 102604685 ),-1000,1000,NA,c,Terpenoid backbone biosynthesis
R09848,farnesal reductase,"2-trans,6-trans-Farnesal[c] <=> (2E,6E)-Farnesol[c]",,NA,-1000,1000,NA,c,Terpenoid backbone biosynthesis
R02061,"trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase","Isopentenyl diphosphate[c] + trans,trans-Farnesyl diphosphate[c] => Diphosphate[c] + Geranylgeranyl diphosphate[c]",2.5.1.29,( 102587251 and 102589012 and 102598437 and 102580697 and 102580033 and 102580359 and 107060335 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R02063,geranylgeranyl reductase,3 NADPH[c] + 3 H+[c] + Geranylgeranyl diphosphate[c] => 3 NADP+[c] + Phytyl diphosphate[c],1.3.1.83,( 102598599 and 102599900 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R02245,ATP:(R)-mevalonate 5-phosphotransferase,ATP[c] + (R)-Mevalonate[c] => ADP[c] + (R)-5-Phosphomevalonate[c],2.7.1.36,( 102582697 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R03245,ATP:(R)-5-phosphomevalonate phosphotransferase,ATP[c] + (R)-5-Phosphomevalonate[c] => ADP[c] + (R)-5-Diphosphomevalonate[c],2.7.4.2,( 102581852 and 102593814 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R05633,CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase,CTP[c] + 2-C-Methyl-D-erythritol 4-phosphate[c] => Diphosphate[c] + 4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol[c],2.7.7.60,( 102588399 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R05634,ATP:4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol 2-phosphotransferase,ATP[c] + 4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol[c] => ADP[c] + 2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol[c],2.7.1.148,( 102601451 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R05637,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing),"2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol[c] => CMP[c] + 2-C-Methyl-D-erythritol 2,4-cyclodiphosphate[c]",4.6.1.12,( 102582363 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R05688,1-Deoxy-D-xylulose-5-phosphate isomeroreductase,NADPH[c] + H+[c] + 1-Deoxy-D-xylulose 5-phosphate[c] => NADP+[c] + 2-C-Methyl-D-erythritol 4-phosphate[c],1.1.1.267,( 102596520 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R09250,geranyl-diphosphate:isopentenyl-diphosphate transtransferase (adding 7 isopentenyl units),7 Isopentenyl diphosphate[c] + Geranyl diphosphate[c] => 7 Diphosphate[c] + all-trans-Nonaprenyl diphosphate[c],2.5.1.84,( 102593674 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R09251,geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase (adding 5 isopentenyl units),5 Isopentenyl diphosphate[c] + Geranylgeranyl diphosphate[c] => 5 Diphosphate[c] + all-trans-Nonaprenyl diphosphate[c],2.5.1.85,( 102593674 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R00742,Acetyl-CoA:carbon-dioxide ligase (ADP-forming),ATP[c] + Acetyl-CoA[c] + HCO3-[c] => ADP[c] + Orthophosphate[c] + Malonyl-CoA[c],6.4.1.2,( 102580744 ) or ( 102584328 and 102583167 ) or ( 4099986 ) or ( 102579411 and 102579008 ) or ( 102586340 ),0,1000,NA,c,Fatty acid biosynthesis
R03472,"5-amino-1-(5-phospho-D-ribosyl)imidazole formate-lyase (decarboxylating, 4-amino-2-methyl-5-phosphomethylpyrimidine-forming)",Aminoimidazole ribotide[c] + S-Adenosyl-L-methionine[c] => 4-Amino-2-methyl-5-phosphomethylpyrimidine[c] + 5'-Deoxyadenosine[c] + L-Methionine[c] + Formate[c] + CO[c],4.1.99.17,( 102594417 ),0,1000,NA,c,Thiamine metabolism
R00616,ATP:thiamine-diphosphate phosphotransferase,ATP[c] + Thiamin diphosphate[c] => ADP[c] + Thiamin triphosphate[c],2.7.4.15        2.7.6.2,( 102596818 ),0,1000,NA,c,Thiamine metabolism
R02135,ATP:thiamine diphosphotransferase,AMP[c] + Thiamin diphosphate[c] <=> ATP[c] + Thiamine[c],2.7.6.2,NA,-1000,1000,NA,c,Thiamine metabolism
R00619,ATP:thiamine diphosphotransferase,ATP[c] + Thiamine[c] <=> AMP[c] + Thiamin diphosphate[c],2.7.6.2,( 102596818 ),-1000,1000,NA,c,Thiamine metabolism
R05636,1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating),Pyruvate[c] + D-Glyceraldehyde 3-phosphate[c] => 1-Deoxy-D-xylulose 5-phosphate[c] + CO2[c],2.2.1.7,( 102598525 and 102600007 and 102577792 ),0,1000,NA,c,Thiamine metabolism
R02133,Thiamin hydrolase,Thiamine[c] + H2O[c] => 4-Amino-5-hydroxymethyl-2-methylpyrimidine[c] + 5-(2-Hydroxyethyl)-4-methylthiazole[c] + H+[c],3.5.99.2,NA,0,1000,NA,c,Thiamine metabolism
R03471,ATP:4-amino-5-hydroxymethyl-2-methylpyrimidine 5-phosphotransferase,ATP[c] + 4-Amino-5-hydroxymethyl-2-methylpyrimidine[c] => ADP[c] + 4-Amino-2-methyl-5-phosphomethylpyrimidine[c],2.7.1.49,( 102601050 ),0,1000,NA,c,Thiamine metabolism
R04448,ATP:4-methyl-5-(2-hydroxyethyl)-thiazole 2-phosphotransferase,ATP[c] + 5-(2-Hydroxyethyl)-4-methylthiazole[c] => ADP[c] + 4-Methyl-5-(2-phosphoethyl)-thiazole[c],2.7.1.50,( 102582427 ),0,1000,NA,c,Thiamine metabolism
R04509,ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase,ATP[c] + 4-Amino-2-methyl-5-phosphomethylpyrimidine[c] => ADP[c] + 2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate[c],2.7.4.7,( 102601050 ),0,1000,NA,c,Thiamine metabolism
R10685,NAD+ + Glycine + Sulfur donor <=> ADP-5-ethyl-4-methylthiazole-2-carboxylate + Nicotinamide + 3 H2O,NAD+[c] + Glycine[c] + Sulfur donor[c] => ADP-5-ethyl-4-methylthiazole-2-carboxylate[c] + Nicotinamide[c] + 3 H2O[c],,( 102598996 ),0,1000,NA,c,Thiamine metabolism
R10711,,ADP-5-ethyl-4-methylthiazole-2-carboxylate[c] + H2O[c] => 2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate[c] + AMP[c],,NA,0,1000,NA,c,Thiamine metabolism
R10712,2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate 2-methyl-4-aminopyrimidine-5-methenyltransferase,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate[c] + 2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate[c] => Thiamin monophosphate[c] + Diphosphate[c] + CO2[c],2.5.1.3,( 102601050 ),0,1000,NA,c,Thiamine metabolism
R03223,2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole  2-methyl-4-aminopyridine-5-methenyltransferase,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate[c] + 4-Methyl-5-(2-phosphoethyl)thiazole[c] => Diphosphate[c] + Thiaminmonophosphate[c],2.5.1.3,( 102601050 ),0,1000,NA,c,Thiamine metabolism
R00615,Thiamin diphosphate phosphohydrolase,Thiamin diphosphate[c] + H2O[c] => Thiamin monophosphate[c] + Orthophosphate[c],3.6.1.15,( 102603687 ),0,1000,NA,c,Thiamine metabolism
R07460,L-cysteine:[ThiI] sulfurtransferase,L-Cysteine[c] + [Enzyme]-cysteine[c] => L-Alanine[c] + [Enzyme]-S-sulfanylcysteine[c],2.8.1.7,( 102582116 ),0,1000,NA,c,Thiamine metabolism
R02670,,4 Oxygen[c] + 2 3-Hydroxyanthranilate[c] => 2 Hydrogen peroxide[c] + 2 H+[c] + 2 O2.-[c] + Cinnavalininate[c],1.11.1.6,( 102598238 and 102577720 and 102577441 ),0,1000,NA,c,Tryptophan metabolism
R04093,3-Indoleacetaldoxime hydro-lyase,Indole-3-acetaldehyde oxime[c] => H2O[c] + 3-Indoleacetonitrile[c],4.99.1.6,NA,0,1000,NA,c,Tryptophan metabolism
R08604,"tryptamine,NADPH:oxygen oxidoreductase (N-hydroxylating)",NADPH[c] + Oxygen[c] + Tryptamine[c] => H2O[c] + NADP+[c] + N-Hydroxyl-tryptamine[c],1.14.13.-,NA,0,1000,NA,c,Tryptophan metabolism
R10708,geranylgeranyl-diphosphate:homogentisate geranylgeranyltransferase,"Geranylgeranyl diphosphate[c] + Homogentisate[c] => Diphosphate[c] + 6-Geranylgeranyl-2-methylbenzene-1,4-diol[c] + CO2[c]",2.5.1.116,( 102582366 and 102585030 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R10710,"S-adenosyl-L-methionine:6-geranylgeranyl-2-methylbenzene-1,4-diol C3-methyltransferase","S-Adenosyl-L-methionine[c] + 6-Geranylgeranyl-2-methylbenzene-1,4-diol[c] => S-Adenosyl-L-homocysteine[c] + 6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol[c]",2.1.1.295,( 102604412 and 102592709 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R10624,gamma-tocotrienol lyase (decyclizing),"6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol[c] => gamma-Tocotrienol[c]",5.5.1.24,( 102577462 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R10491,S-adenosyl-L-methionine:gamma-tocotrienol 5-O-methyltransferase,S-Adenosyl-L-methionine[c] + gamma-Tocotrienol[c] => S-Adenosyl-L-homocysteine[c] + alpha-Tocotrienol[c],2.1.1.95,( 102577815 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R10623,delta-tocotrienol lyase (decyclizing),"6-Geranylgeranyl-2-methylbenzene-1,4-diol[c] => delta-Tocotrienol[c]",5.5.1.24,( 102577462 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R10492,S-adenosyl-L-methionine:delta-tocotrienol 5-O-methyltransferase,S-Adenosyl-L-methionine[c] + delta-Tocotrienol[c] => S-Adenosyl-L-homocysteine[c] + beta-Tocotrienol[c],2.1.1.95,( 102577815 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
RK0003,synthesis-Salicylate-from-Isochorismate,Isochorismate[c] => Salicylate[c],5.4.4.2,NA,0,1000,NA,c,
R08165,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,Isochorismate[c] + 2-Oxoglutarate[c] => 2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate[c] + CO2[c],2.2.1.9,( 102603926 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R02521,"4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)",Oxygen[c] + 3-(4-Hydroxyphenyl)pyruvate[c] => CO2[c] + Homogentisate[c],1.13.11.27,( 102595018 and 102584109 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R03336,4-hydroxyphenyllactate:NAD+ oxidoreductase,3-(4-Hydroxyphenyl)pyruvate[c] + NADH[c] + H+[c] => 3-(4-Hydroxyphenyl)lactate[c] + NAD+[c],1.1.1.237,( 102590277 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R04030,O-Succinylbenzoate:CoA ligase (AMP-forming),ATP[c] + CoA[c] + 2-Succinylbenzoate[c] => Diphosphate[c] + AMP[c] + 2-Succinylbenzoyl-CoA[c],6.2.1.26,( 102599176 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R08766,3-(4-hydroxyphenyl)lactate hydro-lyase (4-coumarate-forming),3-(4-Hydroxyphenyl)lactate[c] <=> 4-Coumarate[c] + H2O[c],,NA,-1000,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R02253,"trans-cinnamate,NADPH:oxygen oxidoreductase (4-hydroxylating)",trans-Cinnamate[c] + Oxygen[c] + NADPH[c] + H+[c] => 4-Coumarate[c] + NADP+[c] + H2O[c],1.14.13.11,( 102605644 and 102586761 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R01616,4-Coumarate:CoA ligase (AMP-forming),ATP[c] + 4-Coumarate[c] + CoA[c] <=> AMP[c] + Diphosphate[c] + p-Coumaroyl-CoA[c],6.2.1.12,( 102597265 and 102584603 and 102581073 and 102590237 and 102596056 and 102594991 and 102589212 and 102589793 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R04031,"(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate hydrolyase (2-succinylbenzoate-forming)","(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate[c] => H2O[c] + 2-Succinylbenzoate[c]",4.2.1.113,( 102603926 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R04993,S-adenosyl-L-methione:demethylmenaquinone methyltransferase,S-Adenosyl-L-methionine[c] + 2-Demethylmenaquinone[c] => S-Adenosyl-L-homocysteine[c] + Menaquinone[c],2.1.1.163,( 102585507 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R06858,,"1,4-Dihydroxy-2-naphthoate[c] + Phytyl diphosphate[c] => 2-Phytyl-1,4-naphthoquinone[c] + CO2[c] + Diphosphate[c]",2.5.1.-,( 102602396 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R05617,"all-trans-polyprenyl diphosphate:1,4-dihydroxy-2-naphthoate polyprenyltransferase","1,4-Dihydroxy-2-naphthoate[c] + all-trans-Octaprenyl diphosphate[c] => CO2[c] + Diphosphate[c] + 2-Demethylmenaquinone[c]",2.5.1.74,( 102602396 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R06859,,"S-Adenosyl-L-methionine[c] + 2-Phytyl-1,4-naphthoquinone[c] => S-Adenosyl-L-homocysteine[c] + Phylloquinone[c]",2.1.1.-,( 102585507 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R03816,NADH:phylloquinone oxidoreductase,Phylloquinone[c] + NADH[c] + H+[c] => Phylloquinol[c] + NAD+[c],1.6.5.2,( 102585783 and 102579633 and 102587173 and 102601409 and 102602407 and 102596872 and 102598041 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R07236,S-adenosyl-L-methionine:gamma-tocopherol 5-O-methyltransferase,S-Adenosyl-L-methionine[c] + gamma-Tocopherol[c] => S-Adenosyl-L-homocysteine[c] + alpha-Tocopherol[c],2.1.1.95,( 102577815 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R07262,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase","1,4-Dihydroxy-2-naphthoyl-CoA[c] + H2O[c] => 1,4-Dihydroxy-2-naphthoate[c] + CoA[c]",3.1.2.28,NA,0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R07500,phytyl-diphosphate:homogentisate phytyltransferase (decarboxylating),Phytyl diphosphate[c] + Homogentisate[c] => 2-Methyl-6-phytylquinol[c] + Diphosphate[c] + CO2[c],2.5.1.115,( 102582366 and 102585030 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R07503,delta-tocopherol lyase (decyclizing),2-Methyl-6-phytylquinol[c] => delta-Tocopherol[c],5.5.1.24,( 102577462 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R07504,S-adenosyl-L-methionine:delta-tocopherol 5-O-methyltransferase,S-Adenosyl-L-methionine[c] + delta-Tocopherol[c] => S-Adenosyl-L-homocysteine[c] + beta-Tocopherol[c],2.1.1.95,( 102577815 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R07501,"S-adenosyl-L-methionine:2-methyl-6-phytyl-1,4-benzoquinol C3-methyltransferase","2-Methyl-6-phytylquinol[c] + S-Adenosyl-L-methionine[c] => 2,3-Dimethyl-5-phytylquinol[c] + S-Adenosyl-L-homocysteine[c]",2.1.1.295,( 102604412 and 102592709 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R07502,gamma-tocopherol lyase (decyclizing),"2,3-Dimethyl-5-phytylquinol[c] => gamma-Tocopherol[c]",5.5.1.24,( 102577462 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R08166,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate[c] => Pyruvate[c] + (1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate[c]",4.2.99.20,( 102603926 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R10709,"S-adenosyl-L-methionine:2-methyl-6-solanyl-1,4-benzoquinol C3-methyltransferase","S-Adenosyl-L-methionine[c] + 2-Methyl-6-solanyl-1,4-benzoquinol[c] => S-Adenosyl-L-homocysteine[c] + Plastoquinol-9[c]",2.1.1.295,( 102604412 and 102592709 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R08782,all-trans-nonaprenyl-diphosphate:homogentisate nonaprenyltransferase (decarboxylating),"Homogentisate[c] + all-trans-Nonaprenyl diphosphate[c] => CO2[c] + Diphosphate[c] + 2-Methyl-6-solanyl-1,4-benzoquinol[c]",2.5.1.-,( 102579801 and 102594989 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R08783,,"S-Adenosyl-L-methionine[c] + 2-Methyl-6-solanyl-1,4-benzoquinol[c] => S-Adenosyl-L-homocysteine[c] + Plastoquinone-9[c]",2.1.1.-,NA,0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R08770,,"4-Hydroxy-3-polyprenylbenzoate[c] + Oxygen[c] => 3-Polyprenyl-4,5-dihydroxybenzoate[c]",,NA,0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R08771,"S-adenosyl-L-methionine:3-Polyprenyl-4,5-dihydroxylate 5-O-methyltransferase","3-Polyprenyl-4,5-dihydroxybenzoate[c] + S-Adenosyl-L-methionine[c] => 3-Polyprenyl-4-hydroxy-5-methoxybenzoate[c] + S-Adenosyl-L-homocysteine[c]",2.1.1.114,( 102594881 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R08772,3-polyprenyl-4-hydroxy-5-methoxybenzoate carboxy-lyase (2-polyprenyl-6-methoxyphenol-forming),3-Polyprenyl-4-hydroxy-5-methoxybenzoate[c] => 2-Polyprenyl-6-methoxyphenol[c] + CO2[c],,NA,0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R08773,,"2-Polyprenyl-6-methoxyphenol[c] + Oxygen[c] => 2-Polyprenyl-6-methoxy-1,4-benzoquinone[c] + H2O[c]",1.14.13.-,( 102581687 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R08774,,"2-Polyprenyl-6-methoxy-1,4-benzoquinone[c] + S-Adenosyl-L-methionine[c] => 2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone[c] + S-Adenosyl-L-homocysteine[c]",2.1.1.201,( 102585507 ) or ( 102584991 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R08775,,"2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone[c] + Oxygen[c] + NADPH[c] + H+[c] => 2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone[c] + NADP+[c] + H2O[c]",1.14.13.-,NA,0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R08781,"S-adenosyl-L-methionine:3-hydroxy-2-methoxy-5-methyl-6-(all-trans-polyprenyl)-1,4-benzoquinone 3-O-methyltransferase","2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone[c] + S-Adenosyl-L-methionine[c] => Ubiquinone[c] + S-Adenosyl-L-homocysteine[c]",2.1.1.64,( 102594881 ),0,1000,NA,c,Ubiquinone and other terpenoid-quinone biosynthesis
R00994,"(2R,3S)-3-methylmalate:NAD+ oxidoreductase",NAD+[c] + D-erythro-3-Methylmalate[c] => NADH[c] + CO2[c] + H+[c] + 2-Oxobutanoate[c],1.1.1.85,( 102586564 ),0,1000,NA,c,"Valine, leucine and isoleucine biosynthesis"
R01213,"acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming);",H2O[c] + Acetyl-CoA[c] + 3-Methyl-2-oxobutanoic acid[c] => CoA[c] + alpha-Isopropylmalate[c],2.3.3.13,( 102601609 and 102593340 and 102593662 and 102599813 and 102578565 and 107057741 ),0,1000,NA,c,"Valine, leucine and isoleucine biosynthesis"
R03869,(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase,H2O[c] + NAD+[c] + (S)-Methylmalonate semialdehyde[c] => NADH[c] + H+[c] + Methylmalonate[c],1.2.1.3,( 102591315 and 102591095 and 102587253 and 102601322 and 102588058 and 102597448 and 102594797 and 102596127 ) or ( 102598345 ),0,1000,NA,c,"Valine, leucine and isoleucine degradation"
R05086,O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water),H2O[c] + O-Phospho-4-hydroxy-L-threonine[c] => Orthophosphate[c] + 4-Hydroxy-L-threonine[c],4.2.3.1,( 102577745 and 102591826 ),0,1000,NA,c,Vitamin B6 metabolism
R07456,,L-Glutamine[c] + D-Glyceraldehyde 3-phosphate[c] + D-Ribulose 5-phosphate[c] => Pyridoxal phosphate[c] + L-Glutamate[c],,( 102590002 and 102588309 ) or ( 102605133 ),0,1000,NA,c,Vitamin B6 metabolism
R01122,delta2-isopentenyl-diphosphate:tRNA isopentenyltransferase,tRNA[c] + Dimethylallyl diphosphate[c] => Diphosphate[c] + tRNA containing 6-isopentenyladenosine[c],2.5.1.75,( 102605568 and 102594223 ),0,1000,NA,c,Zeatin biosynthesis
R08077,,tRNA containing 6-isopentenyladenosine[c] => cis-Prenyl-tRNA[c],,NA,0,1000,NA,c,Zeatin biosynthesis
R08078,,cis-Prenyl-tRNA[c] => cis-Zeatin riboside monophosphate[c],,NA,0,1000,NA,c,Zeatin biosynthesis
R08079,,cis-Zeatin riboside monophosphate[c] + H2O[c] => cis-Zeatin riboside[c] + Orthophosphate[c],,NA,0,1000,NA,c,Zeatin biosynthesis
R08080,,cis-Zeatin riboside[c] + H2O[c] => cis-Zeatin[c] + D-Ribose[c],,NA,0,1000,NA,c,Zeatin biosynthesis
R07260,UDP-glucose:cis-zeatin O-beta-D-glucosyltransferase,UDP-glucose[c] + cis-Zeatin[c] => UDP[c] + O-beta-D-Glucopyranosyl-cis-zeatin[c],2.4.1.215,( 102581540 and 102592351 and 102593364 and 102598076 and 102598732 and 102590920 and 102580297 and 102595911 and 102598510 and 102579626 and 102585941 and 102603176 and 102583618 and 102581533 and 102587493 and 102592693 and 102593031 and 102587505 and 102597760 and 102604098 and 102604783 and 102583768 and 107060850 and 107060907 and 107061086 and 107061087 and 107061124 and 107061995 and 107062006 and 107062310 and 107063220 and 107063221 and 107058674 and 107061994 and 107061998 and 107062311 and 107062162 ),0,1000,NA,c,Zeatin biosynthesis
R04038,2-Isopentenyl-diphosphate:AMP delta2-isopentenyltransferase,AMP[c] + Dimethylallyl diphosphate[c] => Diphosphate[c] + N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate[c],2.5.1.27,( 107063148 and 102595379 and 102579012 and 102599418 and 102604151 ),0,1000,NA,c,Zeatin biosynthesis
